Fechas;Casos;Vacunas
16/03/2020;612;0
17/03/2020;768;0
18/03/2020;999;0
19/03/2020;1055;0
20/03/2020;1254;0
21/03/2020;1197;0
22/03/2020;1376;0
23/03/2020;2335;0
24/03/2020;2371;0
25/03/2020;2693;0
26/03/2020;3084;0
27/03/2020;3201;0
28/03/2020;2822;0
29/03/2020;2857;0
30/03/2020;4273;0
31/03/2020;4515;0
01/04/2020;4914;0
02/04/2020;4865;0
03/04/2020;4915;0
04/04/2020;4020;0
05/04/2020;3594;0
06/04/2020;5275;0
07/04/2020;5450;0
08/04/2020;5129;0
09/04/2020;4852;0
10/04/2020;4315;0
11/04/2020;3577;0
12/04/2020;3495;0
13/04/2020;4183;0
14/04/2020;4325;0
15/04/2020;5065;0
16/04/2020;5298;0
17/04/2020;4965;0
18/04/2020;4716;0
19/04/2020;3852;0
20/04/2020;4858;0
21/04/2020;4760;0
22/04/2020;5490;0
23/04/2020;5143;0
24/04/2020;4973;0
25/04/2020;3748;0
26/04/2020;3468;0
27/04/2020;4702;0
28/04/2020;4721;0
29/04/2020;5435;0
30/04/2020;4956;0
01/05/2020;4727;0
02/05/2020;3221;0
03/05/2020;2974;0
04/05/2020;3378;0
05/05/2020;3684;0
06/05/2020;3831;0
07/05/2020;3767;0
08/05/2020;3049;0
09/05/2020;2150;0
10/05/2020;2321;0
11/05/2020;3583;0
12/05/2020;3389;0
13/05/2020;3298;0
14/05/2020;2609;0
15/05/2020;2517;0
16/05/2020;2065;0
17/05/2020;1826;0
18/05/2020;2574;0
19/05/2020;3041;0
20/05/2020;2706;0
21/05/2020;2542;0
22/05/2020;2030;0
23/05/2020;1507;0
24/05/2020;1348;0
25/05/2020;1607;0
26/05/2020;1650;0
27/05/2020;1802;0
28/05/2020;1734;0
29/05/2020;1504;0
30/05/2020;1099;0
31/05/2020;1069;0
01/06/2020;1434;0
02/06/2020;1467;0
03/06/2020;1342;0
04/06/2020;1234;0
05/06/2020;1105;0
06/06/2020;791;0
07/06/2020;717;0
08/06/2020;1086;0
09/06/2020;1153;0
10/06/2020;1182;0
11/06/2020;1001;0
12/06/2020;1053;0
13/06/2020;887;0
14/06/2020;807;0
15/06/2020;1026;0
16/06/2020;1077;0
17/06/2020;997;0
18/06/2020;1020;0
19/06/2020;980;0
20/06/2020;666;0
21/06/2020;622;0
22/06/2020;892;0
23/06/2020;882;0
24/06/2020;774;0
25/06/2020;697;0
26/06/2020;638;0
27/06/2020;633;0
28/06/2020;395;0
29/06/2020;604;0
30/06/2020;403;0
01/07/2020;60;0
02/07/2020;4;0
03/07/2020;502;0
04/07/2020;624;0
05/07/2020;516;0
06/07/2020;352;0
07/07/2020;581;0
08/07/2020;630;0
09/07/2020;642;0
10/07/2020;512;0
11/07/2020;820;0
12/07/2020;650;0
13/07/2020;530;0
14/07/2020;1240;0
15/07/2020;538;0
16/07/2020;641;0
17/07/2020;687;0
18/07/2020;827;0
19/07/2020;726;0
20/07/2020;580;0
21/07/2020;445;0
22/07/2020;560;0
23/07/2020;769;0
24/07/2020;768;0
25/07/2020;767;0
26/07/2020;745;0
27/07/2020;685;0
28/07/2020;547;0
29/07/2020;797;0
30/07/2020;846;0
31/07/2020;880;0
01/08/2020;761;0
02/08/2020;743;0
03/08/2020;938;0
04/08/2020;670;0
05/08/2020;891;0
06/08/2020;950;0
07/08/2020;871;0
08/08/2020;758;0
09/08/2020;1062;0
10/08/2020;816;0
11/08/2020;1148;0
12/08/2020;1009;0
13/08/2020;1129;0
14/08/2020;1440;0
15/08/2020;1012;0
16/08/2020;1105;0
17/08/2020;713;0
18/08/2020;1089;0
19/08/2020;812;0
20/08/2020;1182;0
21/08/2020;1033;0
22/08/2020;1288;0
23/08/2020;1041;0
24/08/2020;972;0
25/08/2020;1184;0
26/08/2020;1048;0
27/08/2020;1522;0
28/08/2020;1276;0
29/08/2020;1108;0
30/08/2020;1715;0
31/08/2020;1406;0
01/09/2020;1295;0
02/09/2020;1508;0
